PROGR,DATA_AGGIORNAMENTO,ID_BENEFICIARIO,BENEFICIARIO,TIPOLOGIA_BENEFICIARIO,CODICE_FISCALE,PARTITA_IVA
157394,05/12/2016 11:43:00 AM,11349,COMUNE DI CIVO,AMMINISTRAZIONE LOCALE,00115160145,00115160145
27391,21/08/2014 10:55:00 AM,10236,COMUNE DI VERDELLINO,AMMINISTRAZIONE LOCALE,00321950164,00321950164
212885,26/06/2017 04:27:00 PM,,COMUNE DI GERMIGNAGA,AMMINISTRAZIONE LOCALE,00343860128,
212919,26/06/2017 04:27:00 PM,,COMUNE DI LECCO,AMMINISTRAZIONE LOCALE,00623530136,
23239,17/10/2013 11:16:00 AM,11539,COMUNE DI VARESE,AMMINISTRAZIONE LOCALE,00441340122,00441340122
98635,20/11/2015 04:24:00 PM,10083,COMUNE DI CORNA IMAGNA,AMMINISTRAZIONE LOCALE,00541990164,
16299,05/09/2013 03:26:00 PM,,Comune di Mariano Comense   (CO),AMMINISTRAZIONE LOCALE,81001190131,01358150132
40203,09/06/2014 11:54:00 AM,,COMUNE DI COLOGNO AL SERIO,AMMINISTRAZIONE LOCALE,00281170167,
104029,01/02/2016 11:03:00 AM,,COMUNE DI DOSOLO,AMMINISTRAZIONE LOCALE,83000130209,
97892,20/11/2015 03:35:00 PM,10722,COMUNE DI CASALETTO DI SOPRA,AMMINISTRAZIONE LOCALE,00325800191,
86274,29/07/2015 03:34:00 PM,,VELLEZZO BELLINI,AMMINISTRAZIONE LOCALE,00484670187,
51553,17/11/2014 05:49:00 PM,10302,CHIARI,AMMINISTRAZIONE LOCALE,00606990174,
31749,12/12/2013 10:34:00 AM,221756,Unione fra i Comuni di  Lonate Pozzolo e Ferno,AMMINISTRAZIONE LOCALE,91033430124,91033430124
51601,17/11/2014 05:49:00 PM,10739,CREMONA,AMMINISTRAZIONE LOCALE,00297960197,
17660,29/10/2013 03:26:00 PM,,COMUNITA' MONTANA DELLA VALCHIAVENNA,AMMINISTRAZIONE LOCALE,81001550144,00576020143
97960,20/11/2015 03:35:00 PM,10904,COMUNE DI BELLINZAGO LOMBARDO,AMMINISTRAZIONE LOCALE,01554230159,
49466,30/10/2014 03:46:00 PM,11058,PERO,AMMINISTRAZIONE LOCALE,86502820151,
95742,02/11/2015 11:05:00 AM,950822,CITTA' METROPOLITANA DI MILANO,AMMINISTRAZIONE LOCALE,08911820960,
85470,29/07/2015 03:34:00 PM,,BELLINZAGO LOMBARDO,AMMINISTRAZIONE LOCALE,01554230159,
23823,22/10/2013 11:14:00 AM,1272756,PROVINCIA DI VARESE,AMMINISTRAZIONE LOCALE,80000710121,00397700121
90039,13/08/2015 01:27:00 PM,10279,BRESCIA,AMMINISTRAZIONE LOCALE,00761890177,
135098,29/07/2016 01:16:00 PM,,Comune di Lacchiarella,AMMINISTRAZIONE LOCALE,80094250158,
76923,11/03/2015 12:59:00 PM,10423,COMUNE DI SAN PAOLO,AMMINISTRAZIONE LOCALE,01456960176,
17825,25/09/2013 08:54:00 AM,662923,COMUNITA' MONTANA VALLI DEL LARIO E DEL CERESIO,AMMINISTRAZIONE LOCALE,93011440133,
98956,21/01/2016 03:51:00 PM,11012,COMUNE DI LIVRAGA,AMMINISTRAZIONE LOCALE,82501550154,
222299,29/09/2017 03:34:00 PM,11023,MARUDO,AMMINISTRAZIONE LOCALE,00000000000,
97775,15/01/2016 11:19:00 AM,11319,COMUNE DI VOGHERA,AMMINISTRAZIONE LOCALE,00186490181,
96644,16/11/2015 12:29:00 PM,,"COMUNITA' MONTANA VALSASSINA, VALVARRONE, VAL D'ESINO E RIVIERA",AMMINISTRAZIONE LOCALE,01409210133,01409210133
104601,31/08/2016 03:41:00 PM,10521,COMUNE DI CERNOBBIO,AMMINISTRAZIONE LOCALE,00432060135,
95478,28/10/2015 04:34:00 PM,11099,SETTIMO MILANESE,AMMINISTRAZIONE LOCALE,01315140150,
161441,15/02/2017 03:36:00 PM,,Comune di Voghera (PV),AMMINISTRAZIONE LOCALE,00186490181,
54341,05/12/2014 10:36:00 AM,10384,PARATICO,AMMINISTRAZIONE LOCALE,80016190177,
49268,30/10/2014 10:10:00 AM,11034,COMUNE DI MILANO,AMMINISTRAZIONE LOCALE,01199250158,01199250158
51787,17/11/2014 05:49:00 PM,10601,MENAGGIO,AMMINISTRAZIONE LOCALE,00562850131,
129396,11/02/2016 11:17:00 AM,,SAN GIULIANO MILANESE,AMMINISTRAZIONE LOCALE,00798940151,
53923,05/12/2014 10:36:00 AM,10484,BREGNANO,AMMINISTRAZIONE LOCALE,00625920137,
239655,20/12/2017 02:19:00 PM,,AP MANTOVA,AMMINISTRAZIONE LOCALE,00323090191,00323090191
87940,03/08/2015 10:45:00 AM,1638433,COMUNE OLGIATE OLONA,AMMINISTRAZIONE LOCALE,00322700121,
98474,06/06/2016 02:59:00 PM,11223,COMUNE DI MARCIGNAGO,AMMINISTRAZIONE LOCALE,00520490186,
98856,21/01/2016 02:39:00 PM,10603,COMUNE DI MERONE,AMMINISTRAZIONE LOCALE,00549420131,
38201,29/04/2014 10:28:00 AM,,COMUNE DI SORESINA,AMMINISTRAZIONE LOCALE,00318000197,
51628,17/11/2014 05:49:00 PM,10841,FELONICA,AMMINISTRAZIONE LOCALE,00343740205,
22015,04/10/2013 02:06:00 PM,11510,COMUNE DI MORAZZONE,AMMINISTRAZIONE LOCALE,00248270126,00248270126
98851,20/11/2015 04:24:00 PM,10594,COMUNE DI LURATE CACCIVIO,AMMINISTRAZIONE LOCALE,00415790138,
222622,29/09/2017 04:11:00 PM,11303,VAL DI NIZZA,AMMINISTRAZIONE LOCALE,00000000000,
47624,26/09/2014 12:34:00 PM,11120,COMUNE DI VAPRIO D'ADDA,AMMINISTRAZIONE LOCALE,03614850158,03614850158
46202,11/12/2015 12:00:00 PM,,COMUNE DI VERDELLINO,AMMINISTRAZIONE LOCALE,00321950164,
85735,29/07/2015 03:34:00 PM,,CREDERA RUBBIANO,AMMINISTRAZIONE LOCALE,82007130196,
85466,29/07/2015 03:34:00 PM,,BEDERO VALCUVIA,AMMINISTRAZIONE LOCALE,00445500127,
104250,10/10/2016 06:29:00 PM,11055,COMUNE DI PANTIGLIATE,AMMINISTRAZIONE LOCALE,80108750151,
239814,20/12/2017 02:19:00 PM,,VIZZOLA TICINO,AMMINISTRAZIONE LOCALE,00564460129,00564460129
38088,05/05/2014 03:13:00 PM,,COMUNE DI TORRE BERETTI E CASTELLARO,AMMINISTRAZIONE LOCALE,91000280189,
92617,05/10/2015 02:15:00 PM,,CARDANO AL CAMPO,AMMINISTRAZIONE LOCALE,00221730120,
97954,19/01/2016 10:39:00 AM,10893,COMUNE DI ALBAIRATE,AMMINISTRAZIONE LOCALE,03623810151,
53417,16/04/2015 05:20:00 PM,,COMUNE DI CERNOBBIO,AMMINISTRAZIONE LOCALE,00432060135,
46015,06/08/2014 11:49:00 AM,,COMUNE DI SAN MARTINO SICCOMARIO,AMMINISTRAZIONE LOCALE,00466390184,
129395,11/02/2016 11:17:00 AM,,SAN DONATO MILANESE,AMMINISTRAZIONE LOCALE,00828590158,
133290,30/06/2016 03:30:00 PM,10504,COMUNE DI CARUGO,AMMINISTRAZIONE LOCALE,00698230133,
132841,07/06/2016 11:03:00 AM,13613,C.M. VALCHIAVENNA,AMMINISTRAZIONE LOCALE,81001550144,
238711,12/12/2017 11:45:00 AM,958562,Unione Lombarda dei Comuni Fluvialis Civitas,AMMINISTRAZIONE LOCALE,01632550198,
212786,26/06/2017 04:27:00 PM,,COMUNE DI CASTELLANZA,AMMINISTRAZIONE LOCALE,00252280128,
236610,30/11/2017 09:26:00 AM,11360,COMUNE DI GROSIO,AMMINISTRAZIONE LOCALE,00118960145,00118960145
104235,01/02/2016 11:03:00 AM,,COMUNE DI MELEGNANO,AMMINISTRAZIONE LOCALE,84507510158,
130121,25/02/2016 05:00:00 PM,11496,COMUNE DI LOZZA (VA),AMMINISTRAZIONE LOCALE,00341780120,
98667,20/11/2015 04:24:00 PM,10135,COMUNE DI MAPELLO,AMMINISTRAZIONE LOCALE,00685130163,
51950,17/11/2014 05:49:00 PM,10860,POGGIO RUSCO,AMMINISTRAZIONE LOCALE,00402030209,
58846,17/11/2016 10:00:00 AM,,COMUNE DI CASALETTO CEREDANO,AMMINISTRAZIONE LOCALE,82001670197,
104207,17/10/2016 03:35:00 PM,10964,COMUNE DI CESATE,AMMINISTRAZIONE LOCALE,80100990151,
99724,26/11/2015 05:51:00 PM,347393,UC Valletta,AMMINISTRAZIONE LOCALE,94022220134,02933030138
31317,13/12/2013 01:34:00 PM,10820,COMUNE DI ASOLA,AMMINISTRAZIONE LOCALE,00158460204,00158460204
186513,08/03/2017 04:20:00 PM,,COMUNE DI ANNICCO,AMMINISTRAZIONE LOCALE,00304860190,
35397,25/06/2014 04:19:00 PM,,COMUNE DI VARESE,AMMINISTRAZIONE LOCALE,00441340122,00441340122
104538,31/08/2016 04:27:00 PM,10424,COMUNE DI SAN ZENO NAVIGLIO,AMMINISTRAZIONE LOCALE,00376030177,
207469,11/04/2017 04:06:00 PM,,COMUNITA' MONTANA DI VALLE TROMPIA,AMMINISTRAZIONE LOCALE,83001710173,
14490,07/08/2013 04:47:00 PM,24052,COMUNITA' MONTANA ALTA VALTELLINA,AMMINISTRAZIONE LOCALE,92002450143,92002450143
92765,05/10/2015 02:15:00 PM,,ERBA,AMMINISTRAZIONE LOCALE,00430660134,
134617,26/07/2016 12:41:00 PM,10411,COMUNE DI REZZATO,AMMINISTRAZIONE LOCALE,00634160170,
31429,10/12/2013 04:35:00 PM,662923,COMUNITA' MONTANA VALLI DEL LARIO E DEL CERESIO,AMMINISTRAZIONE LOCALE,93011440133,93011440133
30345,10/02/2014 11:21:00 AM,,PROVINCIA DI  MANTOVA,AMMINISTRAZIONE LOCALE,80001070202,
142707,06/10/2016 10:40:00 AM,11339,COMUNE DI VALDISOTTO,AMMINISTRAZIONE LOCALE,83000910147,
104490,01/02/2016 11:03:00 AM,,COMUNE DI LONATO DEL GARDA,AMMINISTRAZIONE LOCALE,00832210173,
226286,03/11/2017 10:52:00 AM,10210,TORRE BOLDONE,AMMINISTRAZIONE LOCALE,00315250167,00315250167
17820,26/09/2013 09:54:00 AM,13609,COMUNITA' MONTANA LARIO INTELVESE,AMMINISTRAZIONE LOCALE,95021750138,
51790,17/11/2014 05:49:00 PM,10602,MERATE,AMMINISTRAZIONE LOCALE,00703920132,
40202,24/11/2014 12:09:00 PM,11140,COMUNE DI ALBONESE,AMMINISTRAZIONE LOCALE,83000470183,
51617,17/11/2014 05:49:00 PM,10988,DESIO,AMMINISTRAZIONE LOCALE,00834770158,
101966,09/12/2015 04:59:00 PM,950822,CITTÀ METROPOLITANA DI MILANO,AMMINISTRAZIONE LOCALE,08911820960,08911820960
91251,21/04/2017 09:34:00 AM,,BRESCIA,AMMINISTRAZIONE LOCALE,80008750178,
52034,17/11/2014 05:49:00 PM,10425,SAREZZO,AMMINISTRAZIONE LOCALE,00852210178,
98245,20/11/2015 03:35:00 PM,10980,COMUNE DI CORREZZANA,AMMINISTRAZIONE LOCALE,83008920155,
97761,20/11/2015 03:35:00 PM,11294,COMUNE DI TORRE D'ARESE,AMMINISTRAZIONE LOCALE,00475460184,
101549,09/02/2016 06:38:00 PM,,PROVINCIA DI MANTOVA,AMMINISTRAZIONE LOCALE,80001070202,00314000209
104223,01/02/2016 11:03:00 AM,,COMUNE DI INZAGO,AMMINISTRAZIONE LOCALE,83503270155,
51720,17/11/2014 05:49:00 PM,11014,LODI,AMMINISTRAZIONE LOCALE,84507570152,
52064,17/11/2014 05:49:00 PM,11529,SOMMA LOMBARDO,AMMINISTRAZIONE LOCALE,00280840125,
92924,05/10/2015 02:15:00 PM,,MORAZZONE,AMMINISTRAZIONE LOCALE,00248270126,
44811,24/07/2014 04:07:00 PM,11601,PROVINCIA DI BERGAMO,AMMINISTRAZIONE LOCALE,80004870160,00639600162
134956,27/07/2016 10:26:00 AM,,SANT'ANGELO LODIGIANO,AMMINISTRAZIONE LOCALE,03143120156,
208635,03/05/2017 02:40:00 PM,11037,MONZA,AMMINISTRAZIONE LOCALE,02030880153,00728830969
15095,19/08/2013 07:32:00 PM,,PROVINCIA DI MILANO,AMMINISTRAZIONE LOCALE,02120090150,02120090150
194626,07/04/2017 11:47:00 AM,13628,CM DI SCALVE,AMMINISTRAZIONE LOCALE,00543250161,
28474,27/11/2013 04:36:00 PM,891144,UFFICIO D'AMBITO DI SONDRIO,AMMINISTRAZIONE LOCALE,93021010140,
51464,17/11/2014 05:49:00 PM,10282,CALCINATO,AMMINISTRAZIONE LOCALE,00524950177,
98534,25/01/2016 02:29:00 PM,11475,COMUNE DI GALLARATE,AMMINISTRAZIONE LOCALE,00560180127,
92564,05/10/2015 02:15:00 PM,,BOTTANUCO,AMMINISTRAZIONE LOCALE,00321940165,
44636,22/07/2014 12:53:00 PM,10531,COMUNE DI COMO,AMMINISTRAZIONE LOCALE,80005370137,
92759,05/10/2015 02:15:00 PM,,DOSOLO,AMMINISTRAZIONE LOCALE,83000130209,
86398,29/07/2015 06:55:00 PM,10945,COMUNE DI CASELLE LURANI,AMMINISTRAZIONE LOCALE,84504860150,07555730154
91085,16/09/2015 09:36:00 AM,10392,COMUNE DI PIANCOGNO (BS),AMMINISTRAZIONE LOCALE,00948230172,00590410981
101570,03/12/2015 11:12:00 AM,10193,COMUNE DI SAN PELLEGRINO TERME,AMMINISTRAZIONE LOCALE,00306690165,00306690165
13929,19/11/2013 09:40:00 AM,10324,Comune di Gardone Riviera,AMMINISTRAZIONE LOCALE,00368800173,
30658,19/02/2014 11:31:00 AM,,COMUNE DI SAN GIOVANNI IN CROCE,AMMINISTRAZIONE LOCALE,00304470198,
97533,14/01/2016 03:45:00 PM,10087,COMUNE DI COSTA SERINA,AMMINISTRAZIONE LOCALE,00579460163,
46122,06/08/2014 03:10:00 PM,,COMUNE DI PIARIO,AMMINISTRAZIONE LOCALE,00640710166,
49498,30/10/2014 03:46:00 PM,11100,SEVESO,AMMINISTRAZIONE LOCALE,01650780156,
38064,30/06/2014 12:01:00 PM,,UNIONE DELLE ALPI OROBIE BRESCIANE,AMMINISTRAZIONE LOCALE,03241670987,
54647,05/12/2014 10:36:00 AM,11025,MASSALENGO,AMMINISTRAZIONE LOCALE,84502940152,
27326,15/11/2013 11:27:00 AM,,BERGAMO,AMMINISTRAZIONE LOCALE,80034840167,
13474,04/09/2013 10:56:00 AM,11606,PROVINCIA DI MILANO,AMMINISTRAZIONE LOCALE,02120090150,02120090150
133016,03/05/2017 10:46:00 AM,,PROVINCIA DI PAVIA,AMMINISTRAZIONE LOCALE,80000030181,02265610184
14893,17/09/2013 11:41:00 AM,831032,UC Alpi Orobie Bresciane,AMMINISTRAZIONE LOCALE,03241670987,03241670988
226461,03/11/2017 12:54:00 PM,10601,MENAGGIO,AMMINISTRAZIONE LOCALE,00562850131,
48610,15/10/2014 11:49:00 AM,,COMUNE DI SOMMA LOMBARDO (VA),AMMINISTRAZIONE LOCALE,00280840125,
97461,27/05/2016 12:15:00 PM,124819,UNIONE DEI COMUNI DELLA VALVARRONE,AMMINISTRAZIONE LOCALE,92029480131,
46129,06/08/2014 03:10:00 PM,,COMUNE DI SOVICO,AMMINISTRAZIONE LOCALE,00866640154,
52102,17/11/2014 05:49:00 PM,11109,TREZZANO SUL NAVIGLIO,AMMINISTRAZIONE LOCALE,03029240151,
50874,17/11/2014 05:46:00 PM,11011,LISSONE,AMMINISTRAZIONE LOCALE,02968150157,
27349,15/11/2013 11:27:00 AM,,LOVERE,AMMINISTRAZIONE LOCALE,81003470168,
46634,13/08/2014 10:28:00 AM,49455952,PROVINCIA DI MONZA E DELLA BRIANZA,AMMINISTRAZIONE LOCALE,94616010156,94616010156
51054,17/11/2014 05:47:00 PM,10367,NAVE,AMMINISTRAZIONE LOCALE,80008790174,
104054,17/10/2016 05:18:00 PM,11141,COMUNE DI ALBUZZANO,AMMINISTRAZIONE LOCALE,00467340188,
102705,15/12/2015 03:35:00 PM,10566,COMUNE DI GRANDATE,AMMINISTRAZIONE LOCALE,00772840138,
8033,10/06/2013 06:08:00 PM,10123,COMUNE DI GRUMELLO DEL MONTE,AMMINISTRAZIONE LOCALE,00339800161,
104324,10/10/2016 06:12:00 PM,10038,COMUNE DI BREMBATE,AMMINISTRAZIONE LOCALE,00298890161,
54665,05/12/2014 10:36:00 AM,10894,ALBIATE,AMMINISTRAZIONE LOCALE,02788420152,
30720,13/02/2014 03:40:00 PM,,COMUNE DI MALNATE,AMMINISTRAZIONE LOCALE,00243280120,
129377,11/02/2016 11:17:00 AM,,PARABIAGO,AMMINISTRAZIONE LOCALE,01059460152,
239167,13/12/2017 03:36:00 PM,781674,UCL dei Comuni della Media Valle Camonica,AMMINISTRAZIONE LOCALE,90020920170,
130063,22/02/2016 11:10:00 AM,10009,Città di Alzano Lombardo,AMMINISTRAZIONE LOCALE,00220080162,
161306,14/06/2017 04:01:00 PM,,COMUNITA' MONTANA LARIO ORIENTALE VALLE SAN MARTINO,AMMINISTRAZIONE LOCALE,92058600138,
45826,06/08/2014 10:21:00 AM,,COMUNE DI VESTONE,AMMINISTRAZIONE LOCALE,00948680178,
129198,06/04/2016 04:40:00 PM,,COMUNE DI LECCO,AMMINISTRAZIONE LOCALE,00623530136,00623530136
159239,22/12/2016 05:40:00 PM,114451,PROVINCIA DI LODI,AMMINISTRAZIONE LOCALE,,
99022,20/11/2015 04:24:00 PM,10749,COMUNE DI GADESCO PIEVE DELMONA,AMMINISTRAZIONE LOCALE,80003650191,
38100,29/04/2014 10:28:00 AM,,COMUNE DI COCCAGLIO,AMMINISTRAZIONE LOCALE,00821390176,
35861,07/06/2017 09:55:00 AM,950822,CITTA' METROPOLITANA DI MILANO,AMMINISTRAZIONE LOCALE,08911820960,
40978,28/11/2014 11:57:00 AM,,COMUNE DI PIAZZATORRE - UFFICIO DI PROMOZIONE TURISTICA,AMMINISTRAZIONE LOCALE,00675260160,00675260160
239164,13/12/2017 03:36:00 PM,508156,UCL Lario e Monti,AMMINISTRAZIONE LOCALE,03042240139,
103773,14/01/2016 10:48:00 AM,13625,COMUNITA' MONTANA VALLE BREMBANA,AMMINISTRAZIONE LOCALE,02756440166,02756440166
7982,10/06/2013 06:08:00 PM,11168,COMUNE DI CASANOVA LONATI,AMMINISTRAZIONE LOCALE,84000550180,
32564,20/12/2013 11:40:00 AM,11601,PROVINCIA DI BERGAMO,AMMINISTRAZIONE LOCALE,80004870160,00639600162
47002,08/09/2014 03:27:00 PM,10898,PLIS Roccolo,AMMINISTRAZIONE LOCALE,02938070154,02938070154
38236,30/06/2014 12:17:00 PM,,COMUNE DI CALUSCO D'ADDA,AMMINISTRAZIONE LOCALE,00229710165,
98482,06/06/2016 03:11:00 PM,11254,COMUNE DI PONTE NIZZA,AMMINISTRAZIONE LOCALE,00341500189,
146304,04/11/2016 01:56:00 PM,10186,ROMANO DI LOMBARDIA,AMMINISTRAZIONE LOCALE,00622580165,00622580165
51567,17/11/2014 05:49:00 PM,10080,COLOGNO AL SERIO,AMMINISTRAZIONE LOCALE,00281170167,
38145,29/04/2014 10:28:00 AM,,COMUNE DI PORTO MANTOVANO,AMMINISTRAZIONE LOCALE,80002770206,
157463,06/12/2016 08:48:00 AM,11607,PAVIA,AMMINISTRAZIONE LOCALE,80000030181,
103754,14/01/2016 10:38:00 AM,662047,COMUNITA' MONTANA DEI LAGHI BERGAMASCHI,AMMINISTRAZIONE LOCALE,90029430163,03606190167
226876,09/11/2017 11:46:00 AM,249464,UNIONE DEI COMUNI DELLA VALTENESI,AMMINISTRAZIONE LOCALE,02348850989,
222145,29/09/2017 02:45:00 PM,10768,PADERNO PONCHIELLI,AMMINISTRAZIONE LOCALE,00000000000,
98334,21/01/2016 11:44:00 AM,10276,COMUNE DI BRANDICO,AMMINISTRAZIONE LOCALE,00956690176,
131829,12/05/2016 10:10:00 AM,,GARBAGNATE MILANESE,AMMINISTRAZIONE LOCALE,00792720153,
98066,19/01/2016 11:31:00 AM,11133,COMUNE DI VITTUONE,AMMINISTRAZIONE LOCALE,00994350155,
97299,18/01/2016 10:48:00 AM,10320,COMUNE DI ESINE,AMMINISTRAZIONE LOCALE,81002230175,
50749,17/11/2014 05:46:00 PM,10981,CORSICO,AMMINISTRAZIONE LOCALE,00880000153,
145583,24/10/2016 02:55:00 PM,11604,PROVINCIA DI CREMONA,AMMINISTRAZIONE LOCALE,80002130195,00291650190
38139,29/04/2014 10:28:00 AM,,COMUNE SAN GIACOMO,AMMINISTRAZIONE LOCALE,00453060204,
104425,01/02/2016 11:03:00 AM,,COMUNE DI VERTOVA,AMMINISTRAZIONE LOCALE,00238520167,
86122,29/07/2015 03:34:00 PM,,SAMARATE,AMMINISTRAZIONE LOCALE,00504690124,
146138,31/10/2016 03:23:00 PM,10214,COMUNE DI TALEGGIO,AMMINISTRAZIONE LOCALE,85001030163,00827290164
50751,17/11/2014 05:46:00 PM,10736,CORTE DE' FRATI,AMMINISTRAZIONE LOCALE,00323930198,
97968,20/11/2015 03:35:00 PM,10928,COMUNE DI BUSSERO,AMMINISTRAZIONE LOCALE,03063770154,
51261,17/11/2014 05:47:00 PM,11108,TREZZANO ROSA,AMMINISTRAZIONE LOCALE,83502090158,
18233,01/10/2013 10:08:00 AM,,COMUNE DI PANTIGLIATE,AMMINISTRAZIONE LOCALE,,09057070154
98849,21/01/2016 02:38:00 PM,10590,COMUNE DI LONGONE AL SEGRINO,AMMINISTRAZIONE LOCALE,00549780138,
7543,08/08/2013 11:48:00 AM,,PROVINCIA DI CREMONA,AMMINISTRAZIONE LOCALE,80002130195,00291650190
27990,22/11/2013 08:40:00 AM,11606,PROVINCIA DI MILANO,AMMINISTRAZIONE LOCALE,02120090150,02120090150
85787,29/07/2015 03:34:00 PM,,GALLARATE,AMMINISTRAZIONE LOCALE,00560180127,
103788,14/01/2016 11:29:00 AM,51966,COMUNITA' MONTANA VALTELLINA DI TIRANO,AMMINISTRAZIONE LOCALE,92002800149,00720240142
8146,10/06/2013 06:08:00 PM,222182,UNIONE DI COMUNI PRIMA COLLINA,AMMINISTRAZIONE LOCALE,01931190183,
95162,26/10/2015 11:15:00 AM,931291,COMUNE DI VAL BREMBILLA,AMMINISTRAZIONE LOCALE,03966930160,03966930160
50830,17/11/2014 05:46:00 PM,10123,GRUMELLO DEL MONTE,AMMINISTRAZIONE LOCALE,00339800161,
13850,31/07/2013 03:42:00 PM,10553,Comune di Eupilio  Comune di Eupilio  COMUNE EUPILIO,AMMINISTRAZIONE LOCALE,00571510130,
221802,29/09/2017 12:31:00 PM,11336,BORMIO,AMMINISTRAZIONE LOCALE,00000000000,
54792,05/12/2014 11:11:00 AM,11171,COMUNE DI CASORATE PRIMO,AMMINISTRAZIONE LOCALE,00468580188,00468580188
228250,17/11/2017 11:12:00 AM,,USMATE VELATE,AMMINISTRAZIONE LOCALE,01482570155,
212684,26/06/2017 04:27:00 PM,,COMUNE DI BELLINZAGO LOMBARDO,AMMINISTRAZIONE LOCALE,01554230159,
86327,29/07/2015 03:35:00 PM,,ZELO SURRIGONE,AMMINISTRAZIONE LOCALE,82000850154,
104676,30/08/2016 05:54:00 PM,10765,COMUNE DI OFFANENGO,AMMINISTRAZIONE LOCALE,00299140194,
225968,25/10/2017 04:46:00 PM,11161,COMUNE DI BRONI (PV),AMMINISTRAZIONE LOCALE,84000230189,00498590181
222319,29/09/2017 03:34:00 PM,11106,TAVAZZANO CON VILLAVESCO,AMMINISTRAZIONE LOCALE,00000000000,
104220,01/02/2016 11:03:00 AM,,COMUNE DI GESSATE,AMMINISTRAZIONE LOCALE,00973680150,
11557,07/05/2014 12:21:00 PM,658460,CONSIGLIO NAZIONALE DELLE RICERCHE,AMMINISTRAZIONE LOCALE,80054330586,02118311006
187398,28/03/2017 10:55:00 AM,,COMUNE DI VILLANOVA DEL SILLARO,AMMINISTRAZIONE LOCALE,84502960150,84502960150
102649,18/12/2015 10:26:00 AM,11603,PROVINCIA DI COMO,AMMINISTRAZIONE LOCALE,80004650133,
212258,12/06/2017 05:12:00 PM,10739,COMUNE DI CREMONA,AMMINISTRAZIONE LOCALE,00297960197,00297960197
104188,01/02/2016 11:03:00 AM,,COMUNE DI CAMPARADA,AMMINISTRAZIONE LOCALE,03602230157,
213096,26/06/2017 04:27:00 PM,,COMUNE DI SECUGNAGO,AMMINISTRAZIONE LOCALE,90508210151,
236669,30/11/2017 09:26:00 AM,11456,COMUNE DI CITTIGLIO,AMMINISTRAZIONE LOCALE,00254640121,00254640121
97962,19/01/2016 10:47:00 AM,10912,COMUNE DI BINASCO,AMMINISTRAZIONE LOCALE,80121330155,
98247,18/01/2016 03:32:00 PM,10990,COMUNE DI FOMBIO,AMMINISTRAZIONE LOCALE,82500030158,
159264,23/12/2016 11:16:00 AM,11431,COMUNE DI BUSTO ARSIZIO,AMMINISTRAZIONE LOCALE,00224000125,
104703,01/02/2016 11:03:00 AM,,COMUNE DI CASALETTO LODIGIANO,AMMINISTRAZIONE LOCALE,84502640158,
39059,15/05/2014 11:18:00 AM,,COMUNE DI SAN PELLEGRINO TERME,AMMINISTRAZIONE LOCALE,00306690165,
130832,12/04/2016 10:38:00 AM,11009,LIMBIATE,AMMINISTRAZIONE LOCALE,83005620154,00986290963
207459,11/04/2017 04:06:00 PM,,COMUNE DI SUZZARA,AMMINISTRAZIONE LOCALE,00178480208,
36590,17/04/2014 11:08:00 AM,,AMMINISTRAZIONE PROVINCIALE DI BERGAMO,AMMINISTRAZIONE LOCALE,80004870160,
48586,10/12/2015 03:28:00 PM,,COMUNE DI CAMERATA CORNELLO,AMMINISTRAZIONE LOCALE,00328940168,
54215,05/12/2014 10:36:00 AM,10162,PARRE,AMMINISTRAZIONE LOCALE,00348260167,
92811,05/10/2015 02:15:00 PM,,GORNATE OLONA,AMMINISTRAZIONE LOCALE,00519350128,
51663,17/11/2014 05:49:00 PM,10120,GRASSOBBIO,AMMINISTRAZIONE LOCALE,80027490160,
186641,14/03/2017 06:27:00 PM,958373,UNIONE DI COMUNI UNIONE LODIGIANA GRIFONE,AMMINISTRAZIONE LOCALE,09447600967,09447600967
77833,31/03/2015 10:03:00 AM,,COMUNE DI MONTICHIARI,AMMINISTRAZIONE LOCALE,00645400177,
130737,12/04/2016 10:26:00 AM,10022,BARZANA,AMMINISTRAZIONE LOCALE,80029080167,02620820163
86106,29/07/2015 03:34:00 PM,,ROMANO DI LOMBARDIA,AMMINISTRAZIONE LOCALE,00622580165,
222714,02/10/2017 12:29:00 PM,10071,CENE,AMMINISTRAZIONE LOCALE,00000000000,
98636,20/11/2015 04:24:00 PM,10085,COMUNE DI CORTENUOVA,AMMINISTRAZIONE LOCALE,00710830167,
104399,06/09/2016 05:40:00 PM,10186,COMUNE DI ROMANO DI LOMBARDIA,AMMINISTRAZIONE LOCALE,00622580165,
222386,29/09/2017 03:56:00 PM,11006,LEGNANO,AMMINISTRAZIONE LOCALE,00000000000,
240086,27/12/2017 01:24:00 PM,10345,COMUNE DI LOZIO,AMMINISTRAZIONE LOCALE,01127210175,
142708,06/10/2016 10:40:00 AM,10301,COMUNE DI CEVO,AMMINISTRAZIONE LOCALE,00959860172,
91345,22/09/2015 11:25:00 AM,,COMUNE DI ALBINO,AMMINISTRAZIONE LOCALE,00224380162,
52034,17/11/2014 05:49:00 PM,10425,SAREZZO,AMMINISTRAZIONE LOCALE,00852210178,
85886,29/07/2015 03:34:00 PM,,LUISAGO,AMMINISTRAZIONE LOCALE,00688600139,
97507,20/11/2015 03:35:00 PM,10053,COMUNE DI CAPRINO BERGAMASCO,AMMINISTRAZIONE LOCALE,82003130166,
